Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status
xhyt7Q,Merrily,Fransinelli,Female,72,Russia,Agrinion Air Base,GR,Greece,EU,Europe,2/21/2022,AGQ,Merrily Fransinelli,On Time
ApO21B,Binnie,Filimore,Female,27,China,Skövde Airport,SE,Sweden,EU,Europe,1/21/2022,KVB,Binnie Filimore,Cancelled
0NwHRp,Herculie,Cowell,Male,85,Philippines,Ogoki Post Airport,CA,Canada,NAM,North America,7/1/2022,YOG,Herculie Cowell,On Time
wsTuAK,Rossie,Yakubovich,Male,27,Vietnam,Parasi Airport,SB,Solomon Islands,OC,Oceania,7/7/2022,PRS,Rossie Yakubovich,Cancelled
XxDfjO,Rhonda,Nazaret,Female,89,China,Lusanga Airport,CD,"Congo, The Democratic Republic of the",AF,Africa,9/30/2022,LUS,Rhonda Nazaret,Delayed
hFveBR,Kirsten,Purdom,Female,52,China,Kondavattavana Tank Seaplane Base,LK,Sri Lanka,AS,Asia,12/9/2022,AFK,Kirsten Purdom,Cancelled
YXysZT,Jonathon,Heinl,Male,50,South Africa,Ranger Municipal Airport,US,United States,NAM,North America,12/30/2022,RGR,Jonathon Heinl,Delayed
mqy8w3,Martie,Perkinson,Female,50,South Africa,Black Hills Airport-Clyde Ice Field,US,United States,NAM,North America,8/15/2022,SPF,Martie Perkinson,Cancelled
deH0Zu,Hilda,Whitnell,Female,80,Mexico,Yakutat Airport,US,United States,NAM,North America,3/8/2022,YAK,Hilda Whitnell,Cancelled
qgv8BV,Hali,Walpole,Female,22,Lithuania,Linköping City Airport,SE,Sweden,EU,Europe,7/25/2022,LPI,Hali Walpole,Delayed
qwejmx,Nathalia,Skullet,Female,59,Japan,Upolu Airport,US,United States,NAM,North America,2/12/2022,UPP,Nathalia Skullet,Cancelled
xQCUkr,Hillier,Michelotti,Male,3,China,Meselia Airport,PG,Papua New Guinea,OC,Oceania,2/1/2022,MFZ,Hillier Michelotti,On Time
Jh3tmK,Pall,Graddon,Male,9,Yemen,Camfield Airport,AU,Australia,OC,Oceania,3/21/2022,CFI,Pall Graddon,Cancelled
FrfRa6,Ruben,Laugherane,Male,38,China,Cabinda Airport,AO,Angola,AF,Africa,12/18/2022,CAB,Ruben Laugherane,Cancelled
Bk189V,Wynne,Diggles,Female,70,Japan,Nkongsamba Airport,CM,Cameroon,AF,Africa,8/20/2022,NKS,Wynne Diggles,Delayed
mO6EGJ,Zelma,Ayliffe,Female,21,Mauritius,Governador Jorge Teixeira de Oliveira Airport,BR,Brazil,SAM,South America,2/26/2022,PVH,Zelma Ayliffe,Cancelled
6CTIPB,Melvyn,Caston,Male,43,China,Yandina Airport,SB,Solomon Islands,OC,Oceania,8/15/2022,XYA,Melvyn Caston,On Time
0aadJy,Henrik,Sparsholt,Male,44,Portugal,Nonoaí Airport,BR,Brazil,SAM,South America,4/26/2022,0,Henrik Sparsholt,Cancelled
kwpmZ2,Alvis,Widdows,Male,18,Bahrain,Erie International Tom Ridge Field,US,United States,NAM,North America,9/14/2022,ERI,Alvis Widdows,Delayed
phWHVm,Leeanne,Oaten,Female,53,Indonesia,Corpus Christi International Airport,US,United States,NAM,North America,2/23/2022,CRP,Leeanne Oaten,Delayed
uKpClM,Eamon,Haffner,Male,18,Sweden,Anyang Airport,CN,China,AS,Asia,10/3/2022,AYN,Eamon Haffner,On Time
9JRgVc,Elora,Blagden,Female,76,Australia,Frederick Municipal Airport,US,United States,NAM,North America,8/12/2022,FDK,Elora Blagden,Delayed
r8NlVi,Lionel,Pinckard,Male,23,China,Gush Katif Airport,PS,"Palestine, State of",AS,Asia,7/30/2022,GHK,Lionel Pinckard,On Time
H6JBGu,Pinchas,Kowalik,Male,74,Honduras,Qazvin Airport,IR,"Iran, Islamic Republic of",AS,Asia,3/18/2022,GZW,Pinchas Kowalik,On Time
ryBgiR,Kennedy,Shakeshaft,Male,54,France,Eniwetok Airport,MH,Marshall Islands,OC,Oceania,3/4/2022,ENT,Kennedy Shakeshaft,On Time
qrrQSH,Maurie,Chardin,Male,14,China,Gooding Municipal Airport,US,United States,NAM,North America,9/25/2022,GNG,Maurie Chardin,On Time
wHKfLZ,Charyl,Hutchence,Female,30,China,Tanda Tula Airport,ZA,South Africa,AF,Africa,1/16/2022,TDT,Charyl Hutchence,Cancelled
3BsL2H,Sophey,Stickings,Female,72,Spain,Maron Island Airport,PG,Papua New Guinea,OC,Oceania,1/11/2022,MNP,Sophey Stickings,Cancelled
TFsC4D,Angelina,Clemendot,Female,88,Indonesia,Süleyman Demirel International Airport,TR,Turkey,AS,Asia,4/16/2022,ISE,Angelina Clemendot,Cancelled
oEWUIV,Caryl,Trythall,Male,61,Norway,Pécs-Pogány Airport,HU,Hungary,EU,Europe,9/28/2022,PEV,Caryl Trythall,On Time
qGAy9R,Ainslee,Cardinal,Female,60,Peru,Stockholm Airport,PG,Papua New Guinea,OC,Oceania,3/12/2022,SMP,Ainslee Cardinal,Cancelled
DCurTB,Emlyn,Klais,Female,76,Libya,Carcassonne Airport,FR,France,EU,Europe,8/27/2022,CCF,Emlyn Klais,Cancelled
KKQvEl,Inglis,Bowdon,Male,37,Germany,Cherkasy International Airport,UA,Ukraine,EU,Europe,5/3/2022,CKC,Inglis Bowdon,On Time
gijeeS,Max,Dwane,Male,67,China,Dinard-Pleurtuit-Saint-Malo Airport,FR,France,EU,Europe,6/5/2022,DNR,Max Dwane,Cancelled
kVLj6O,Quinn,Garey,Female,62,South Africa,Fort McMurray Airport,CA,Canada,NAM,North America,3/15/2022,YMM,Quinn Garey,On Time
i0GMMv,Bailie,Johnstone,Male,26,China,Kastoria National Airport,GR,Greece,EU,Europe,3/14/2022,KSO,Bailie Johnstone,On Time
kHBs1a,Dasi,Mityushkin,Female,22,Thailand,Tumbler Ridge Airport,CA,Canada,NAM,North America,10/30/2022,TUX,Dasi Mityushkin,Delayed
oiizEc,Veradis,Bann,Female,81,China,La Plata Airport,AR,Argentina,SAM,South America,7/20/2022,LPG,Veradis Bann,Delayed
mA3xzu,Olva,Shurmore,Female,59,Portugal,General Mitchell International Airport,US,United States,NAM,North America,7/19/2022,MKE,Olva Shurmore,Delayed
6hiAC1,Dolley,Allender,Female,15,Bhutan,Ikela Airport,CD,"Congo, The Democratic Republic of the",AF,Africa,3/14/2022,IKL,Dolley Allender,Cancelled
RLve0L,Cybill,Reedick,Female,39,Japan,Orange Airport,AU,Australia,OC,Oceania,9/23/2022,OAG,Cybill Reedick,Delayed
3G3Ovz,Devin,Foulis,Male,63,Nigeria,Ohkay Owingeh Airport,US,United States,NAM,North America,9/15/2022,ESO,Devin Foulis,Delayed
CUdU6I,Larisa,Nabbs,Female,20,Portugal,Jilin Airport,CN,China,AS,Asia,3/21/2022,JIL,Larisa Nabbs,On Time
T7jfef,Alleyn,Cordero,Male,74,Nicaragua,Chignik Bay Seaplane Base,US,United States,NAM,North America,5/7/2022,KBW,Alleyn Cordero,Delayed
ycqCat,Genni,McMurray,Female,77,China,Jiamusi Airport,CN,China,AS,Asia,2/17/2022,JMU,Genni McMurray,On Time
J0EHM0,Mead,Milmo,Male,23,Brazil,Tenerife Norte Airport,ES,Spain,EU,Europe,4/18/2022,TFN,Mead Milmo,Delayed
iqDEnI,Gwenni,Arni,Female,52,Venezuela,Cortes Bay Water Aerodrome,CA,Canada,NAM,North America,8/9/2022,YCF,Gwenni Arni,On Time
bOxNJQ,Gregg,Morena,Male,49,Russia,Kulusuk Airport,GL,Greenland,EU,Europe,5/25/2022,KUS,Gregg Morena,Cancelled
2bdUFl,Kendre,Bland,Female,52,China,Senador Nilo Coelho Airport,BR,Brazil,SAM,South America,7/14/2022,PNZ,Kendre Bland,Cancelled
MJocVL,Sosanna,Goodwill,Female,18,Argentina,Ocala International Airport - Jim Taylor Field,US,United States,NAM,North America,12/27/2022,OCF,Sosanna Goodwill,On Time
oKwBm2,Florie,Claybourn,Female,60,Thailand,Koszalin Zegrze Pomorskie Air Base,PL,Poland,EU,Europe,10/30/2022,OSZ,Florie Claybourn,On Time
n1srrS,Eadie,Balleine,Female,1,Indonesia,Atqasuk Edward Burnell Sr Memorial Airport,US,United States,NAM,North America,2/18/2022,ATK,Eadie Balleine,Delayed
6UUuzN,Nappy,Batchelour,Male,14,France,Formiga Airport,BR,Brazil,SAM,South America,5/7/2022,0,Nappy Batchelour,Delayed
CmnvfT,Sanford,Woodrooffe,Male,32,Portugal,El Golea Airport,DZ,Algeria,AF,Africa,6/25/2022,ELG,Sanford Woodrooffe,On Time
fzb4Oe,Nellie,Volet,Female,70,Norway,Iaşi Airport,RO,Romania,EU,Europe,1/11/2022,IAS,Nellie Volet,On Time
EfNpm3,Chicky,Tayloe,Male,22,Iraq,Kegaska Airport,CA,Canada,NAM,North America,7/1/2022,ZKG,Chicky Tayloe,On Time
9tJ818,Netty,Sodor,Female,8,Portugal,Xinguara Municipal Airport,BR,Brazil,SAM,South America,1/11/2022,XIG,Netty Sodor,Cancelled
QC48ex,Emile,Joules,Male,83,France,Highbury Airport,AU,Australia,OC,Oceania,3/9/2022,HIG,Emile Joules,Delayed
bX9ZH7,Luke,Woolfitt,Male,9,China,Tivat Airport,ME,Montenegro,EU,Europe,7/9/2022,TIV,Luke Woolfitt,Delayed
yNlNQq,Pamella,Poinsett,Female,68,Hungary,Noumérat - Moufdi Zakaria Airport,DZ,Algeria,AF,Africa,5/20/2022,GHA,Pamella Poinsett,On Time
nrgWlM,Emmy,Emanueli,Male,51,Philippines,Médouneu Airport,GQ,Equatorial Guinea,AF,Africa,6/9/2022,MDV,Emmy Emanueli,Cancelled
uDKqE2,Windham,Hudless,Male,63,Poland,Port Macquarie Airport,AU,Australia,OC,Oceania,12/23/2022,PQQ,Windham Hudless,On Time
ToMRxF,Gay,Stanning,Male,33,Macedonia,Deir ez-Zor Air Base,SY,Syrian Arab Republic,AS,Asia,12/25/2022,DEZ,Gay Stanning,Cancelled
FNBQQl,Forrest,Sushams,Male,55,Sweden,RAF Brize Norton,GB,United Kingdom,EU,Europe,9/29/2022,BZZ,Forrest Sushams,On Time
owEX4e,Aundrea,Halgarth,Female,56,Philippines,Guthrie-Edmond Regional Airport,US,United States,NAM,North America,1/8/2022,GOK,Aundrea Halgarth,Delayed
QrRU69,Kalinda,Cowell,Female,74,China,Paraparaumu Airport,NZ,New Zealand,OC,Oceania,3/7/2022,PPQ,Kalinda Cowell,Delayed
E5a9MT,Flossi,Surgen,Female,7,Palestinian Territory,Locarno Airport,CH,Switzerland,EU,Europe,10/30/2022,ZJI,Flossi Surgen,Delayed
3axvcp,Charline,Pauncefoot,Female,51,New Zealand,Cedar City Regional Airport,US,United States,NAM,North America,9/2/2022,CDC,Charline Pauncefoot,On Time
bBQG1w,Raquel,Alessandone,Female,42,Thailand,Kashgar Airport,CN,China,AS,Asia,10/13/2022,KHG,Raquel Alessandone,On Time
SIXpXu,Shalna,Mithan,Female,35,China,Colmar-Houssen Airport,FR,France,EU,Europe,1/4/2022,CMR,Shalna Mithan,Delayed
eEqB2r,Von,Harvatt,Male,46,China,Myrhorod Air Base,UA,Ukraine,EU,Europe,10/15/2022,MXR,Von Harvatt,Delayed
Tq3HFW,Evangeline,Glenwright,Female,31,Palestinian Territory,Romeu Zema Airport,BR,Brazil,SAM,South America,6/22/2022,AAX,Evangeline Glenwright,Cancelled
2RiKQ9,Hildagarde,Frankis,Female,87,Zambia,President Obiang Nguema International Airport,GQ,Equatorial Guinea,AF,Africa,9/6/2022,GEM,Hildagarde Frankis,On Time
HJkKTf,Salim,Whittaker,Male,20,Ukraine,Charlo Airport,CA,Canada,NAM,North America,2/8/2022,YCL,Salim Whittaker,Delayed
A6K9N1,Olimpia,Barwell,Female,54,Mexico,Turaif Domestic Airport,SA,Saudi Arabia,AS,Asia,7/24/2022,TUI,Olimpia Barwell,Cancelled
WoOzaY,Caro,Stooke,Female,6,Poland,Buriti Alegre Airport,BR,Brazil,SAM,South America,10/27/2022,0,Caro Stooke,Delayed
dCT7aq,Roxie,Herreran,Female,79,Malaysia,Whitehouse Naval Outlying Field,US,United States,NAM,North America,7/2/2022,NEN,Roxie Herreran,Delayed
3WXApe,Terencio,Cary,Male,15,Serbia,Mili Island Airport,MH,Marshall Islands,OC,Oceania,8/13/2022,MIJ,Terencio Cary,Delayed
zk6yad,Sean,Schroder,Female,85,Nigeria,Enshi Airport,CN,China,AS,Asia,12/9/2022,ENH,Sean Schroder,On Time
YXaWdZ,Phillip,Matashkin,Male,3,Indonesia,Port Graham Airport,US,United States,NAM,North America,11/15/2022,PGM,Phillip Matashkin,Cancelled
4mFc7n,Caryl,Stillert,Female,36,China,Yeva Airport,PG,Papua New Guinea,OC,Oceania,8/29/2022,YVD,Caryl Stillert,Cancelled
PQZ6kd,Ky,Stook,Male,89,Macedonia,Lovell Field,US,United States,NAM,North America,9/6/2022,CHA,Ky Stook,On Time
2HkoC3,Irena,Estable,Female,84,China,Lympne Airport,GB,United Kingdom,EU,Europe,7/18/2022,LYM,Irena Estable,Delayed
XrJ616,Josselyn,Pereira,Female,13,Portugal,Oktyabrskiy Airport,RU,Russian Federation,EU,Europe,9/26/2022,OKT,Josselyn Pereira,Delayed
Mz5teE,Lay,Tallent,Male,45,China,Wajir Airport,KE,Kenya,AF,Africa,7/8/2022,WJR,Lay Tallent,On Time
IY0qp3,Thalia,Tourot,Female,83,China,Roseburg Regional Airport,US,United States,NAM,North America,3/15/2022,RBG,Thalia Tourot,On Time
B9kW3m,Cathlene,Grammer,Female,42,China,Maota Airport,WS,Samoa,OC,Oceania,9/14/2022,MXS,Cathlene Grammer,On Time
E74xeh,Tobe,Speedy,Female,76,United States,Perry Island Seaplane Base,US,United States,NAM,North America,4/11/2022,PYL,Tobe Speedy,Delayed
lOfsdw,Jolee,Orro,Female,41,Russia,St George Airport,US,United States,NAM,North America,2/13/2022,STG,Jolee Orro,On Time
e31A77,Stearn,Quilligan,Male,3,Russia,Taliabu Island Airport,ID,Indonesia,AS,Asia,10/30/2022,TAX,Stearn Quilligan,Delayed
llMvMz,Jack,Grabban,Male,29,China,Thorshofn Airport,IS,Iceland,EU,Europe,7/19/2022,THO,Jack Grabban,Cancelled
C5DY0C,Oran,Blewett,Male,46,Bhutan,Chenega Bay Airport,US,United States,NAM,North America,7/12/2022,NCN,Oran Blewett,Cancelled
noTFi5,Kerrie,Basnall,Female,66,Japan,Bielsko-Bialo Kaniow Airfield,PL,Poland,EU,Europe,12/23/2022,QEO,Kerrie Basnall,On Time
uPaYPW,Yetty,MacCaghan,Female,7,Afghanistan,Hassi R'Mel Airport,DZ,Algeria,AF,Africa,11/17/2022,HRM,Yetty MacCaghan,On Time
9bFPBE,Laure,Sherrard,Female,59,Indonesia,Lawrenceville Vincennes International Airport,US,United States,NAM,North America,3/28/2022,LWV,Laure Sherrard,On Time
iW6irw,Franklyn,Minghetti,Male,34,Brazil,Hodeidah International Airport,YE,Yemen,AS,Asia,4/18/2022,HOD,Franklyn Minghetti,Cancelled
eS8zaI,Nilson,McNae,Male,1,Indonesia,Faisalabad International Airport,PK,Pakistan,AS,Asia,2/14/2022,LYP,Nilson McNae,Delayed
er9oTI,Timmi,Redholls,Female,26,China,São Borja Airport,BR,Brazil,SAM,South America,12/15/2022,QOJ,Timmi Redholls,On Time
OtKIoy,Ruddie,Bernardeau,Male,54,Peru,Icy Bay Airport,US,United States,NAM,North America,3/30/2022,ICY,Ruddie Bernardeau,Delayed
eGaAXj,Aldwin,Jenoure,Male,22,Honduras,Il Caravaggio International Airport,IT,Italy,EU,Europe,9/5/2022,BGY,Aldwin Jenoure,Cancelled
HDHnnn,Ludvig,Scarlin,Male,20,Macedonia,Ängelholm-Helsingborg Airport,SE,Sweden,EU,Europe,4/1/2022,AGH,Ludvig Scarlin,Delayed
AVmB97,Jaynell,Curphey,Female,14,Argentina,Thunder Bay Airport,CA,Canada,NAM,North America,7/6/2022,YQT,Jaynell Curphey,Delayed
d3I0Zd,Gwynne,MacNeillie,Female,39,China,Republic Airport,US,United States,NAM,North America,10/26/2022,FRG,Gwynne MacNeillie,On Time
snedif,Ignace,Chapell,Male,20,Canada,Belize City Municipal Airport,BZ,Belize,NAM,North America,7/30/2022,TZA,Ignace Chapell,On Time
15u81H,Sunny,Konzelmann,Female,76,France,Michigan City Municipal Airport,US,United States,NAM,North America,1/17/2022,MGC,Sunny Konzelmann,Cancelled
6BWShN,Phillip,Souch,Male,77,Indonesia,Zalingei Airport,SD,Sudan,AF,Africa,5/9/2022,ZLX,Phillip Souch,On Time
c7nGm4,Bourke,Quan,Male,73,Philippines,Aldan Airport,RU,Russian Federation,AS,Asia,3/9/2022,ADH,Bourke Quan,On Time
3jdr8k,Paulette,Wapple,Female,5,Indonesia,Juneau International Airport,US,United States,NAM,North America,9/13/2022,JNU,Paulette Wapple,Cancelled
tGcMcd,Allianora,Sawood,Female,27,El Salvador,Ihosy Airport,MG,Madagascar,AF,Africa,10/22/2022,IHO,Allianora Sawood,On Time
HGcr30,Lorri,Vaudin,Female,54,Poland,Tabubil Airport,PG,Papua New Guinea,OC,Oceania,6/5/2022,TBG,Lorri Vaudin,Cancelled
RuBTwY,Findlay,Morais,Male,39,Netherlands,Hatchet Lake Airport,CA,Canada,NAM,North America,10/8/2022,YDJ,Findlay Morais,On Time
b84QbU,Ranee,Bene,Female,59,Argentina,Elizabeth City Regional Airport & Coast Guard Air Station,US,United States,NAM,North America,9/13/2022,ECG,Ranee Bene,Cancelled
5shXqz,Nananne,Bockh,Female,69,Mexico,Mykolaiv International Airport,UA,Ukraine,EU,Europe,9/15/2022,NLV,Nananne Bockh,Cancelled
V90eXx,Zedekiah,Tincey,Male,11,Peru,Pureni Airport,PG,Papua New Guinea,OC,Oceania,8/18/2022,PUI,Zedekiah Tincey,Delayed
DKUVEd,Bethina,Wiffen,Female,43,China,Kingaroy Airport,AU,Australia,OC,Oceania,8/5/2022,KGY,Bethina Wiffen,On Time
nFtsdJ,Pearce,Deeves,Male,63,North Korea,Maiduguri International Airport,NG,Nigeria,AF,Africa,8/4/2022,MIU,Pearce Deeves,On Time
t6dwHj,Amory,Oland,Male,59,Russia,Del Caribe Santiago Mariño International Airport,VE,"Venezuela, Bolivarian Republic of",SAM,South America,8/16/2022,PMV,Amory Oland,Delayed
kfgZlq,Johnny,Fudge,Male,68,Philippines,Sabi Sabi Airport,ZA,South Africa,AF,Africa,6/16/2022,GSS,Johnny Fudge,Cancelled
E5P9hz,Zedekiah,Mandre,Male,83,Philippines,Vatukoula Airport,FJ,Fiji,OC,Oceania,10/14/2022,VAU,Zedekiah Mandre,Delayed
8HrnIb,Abdul,Blofeld,Male,69,China,Riverton Regional Airport,US,United States,NAM,North America,6/15/2022,RIW,Abdul Blofeld,Delayed
kQTPU8,Wat,de Najera,Male,19,Indonesia,Tapini Airport,PG,Papua New Guinea,OC,Oceania,9/17/2022,TPI,Wat de Najera,Cancelled
hxXATh,Jermaine,Butter,Male,13,Indonesia,Bryce Canyon Airport,US,United States,NAM,North America,6/9/2022,BCE,Jermaine Butter,Cancelled
5QNSPn,Opalina,Shimmings,Female,51,Colombia,Ugolny Airport,RU,Russian Federation,EU,Europe,12/3/2022,DYR,Opalina Shimmings,Cancelled
HmCdAv,Guthrie,Westcar,Male,89,Thailand,Sidney - Richland Regional Airport,US,United States,NAM,North America,10/17/2022,SDY,Guthrie Westcar,On Time
ciob9s,Poppy,Empringham,Female,9,Bolivia,Chitina Airport,US,United States,NAM,North America,7/11/2022,CXC,Poppy Empringham,Cancelled
2CTE1p,Dorri,Pinshon,Female,52,Brazil,Presidente Castro Pinto International Airport,BR,Brazil,SAM,South America,6/23/2022,JPA,Dorri Pinshon,Cancelled
SdF8Hc,Elenore,Itzik,Female,15,Philippines,Napa County Airport,US,United States,NAM,North America,3/7/2022,APC,Elenore Itzik,Cancelled
68kCnj,Robena,Chasen,Female,51,Philippines,Roberts Army Heliport,US,United States,NAM,North America,11/29/2022,SYL,Robena Chasen,Cancelled
OVBKLL,Aleksandr,Dewis,Male,35,Slovenia,Albina Airport,SR,Suriname,SAM,South America,5/12/2022,ABN,Aleksandr Dewis,Cancelled
EgzTFa,Francois,Pellitt,Male,37,Egypt,General Urquiza Airport,AR,Argentina,SAM,South America,10/22/2022,PRA,Francois Pellitt,Delayed
fea64E,Oona,Burgh,Female,76,Poland,Itaqui Airport,BR,Brazil,SAM,South America,7/12/2022,ITQ,Oona Burgh,On Time
Fyt4I6,Aindrea,Golthorpp,Female,83,Germany,Pratt Regional Airport,US,United States,NAM,North America,7/6/2022,PTT,Aindrea Golthorpp,Delayed
I0LGVK,Emelda,Connal,Female,49,Japan,Oslo Gardermoen Airport,NO,Norway,EU,Europe,7/4/2022,OSL,Emelda Connal,Cancelled
g662AG,Janetta,Abramson,Female,59,Chad,Wasua Airport,PG,Papua New Guinea,OC,Oceania,7/28/2022,WSA,Janetta Abramson,On Time
OvTVYE,Barbabra,Wimbridge,Female,11,Poland,Kakamega Airport,KE,Kenya,AF,Africa,6/26/2022,GGM,Barbabra Wimbridge,Cancelled
GyOelc,Bruno,Cheesley,Male,83,Indonesia,Antlers Municipal Airport,US,United States,NAM,North America,3/2/2022,ATE,Bruno Cheesley,On Time
UK1FEy,Rriocard,Mingame,Male,64,Ukraine,Katanning Airport,AU,Australia,OC,Oceania,7/10/2022,KNI,Rriocard Mingame,Cancelled
peKsYD,Lula,Wattisham,Female,45,Cameroon,Viveros Island Airport,PA,Panama,NAM,North America,1/17/2022,IVI,Lula Wattisham,Delayed
GRJ3MB,Von,Pristnor,Male,33,France,Moucha Airport,DJ,Djibouti,AF,Africa,4/17/2022,MHI,Von Pristnor,Cancelled
wduZUC,Peta,Jee,Female,65,Ukraine,Olsztyn-Mazury Airport,PL,Poland,EU,Europe,1/3/2022,SZY,Peta Jee,Cancelled
rBmYWy,Ruperto,Samsonsen,Male,65,Czech Republic,Samjiyŏn Airport,KP,"Korea, Democratic People's Republic of",AS,Asia,6/15/2022,YJS,Ruperto Samsonsen,Delayed
IsIPrg,Mano,Lavalle,Male,2,Tanzania,Chubu Centrair International Airport,JP,Japan,AS,Asia,6/1/2022,NGO,Mano Lavalle,On Time
Qwl593,Deana,Veness,Female,64,Thailand,Nejjo Airport,ET,Ethiopia,AF,Africa,3/1/2022,NEJ,Deana Veness,On Time
ra3ScM,Nicolis,Flaonier,Male,9,China,Akiachak Airport,US,United States,NAM,North America,10/18/2022,KKI,Nicolis Flaonier,Cancelled
jS5jIa,Allyn,Allonby,Male,45,France,Cadjehoun Airport,BJ,Benin,AF,Africa,6/5/2022,COO,Allyn Allonby,On Time
gap0LE,Rici,Abdey,Female,87,China,Chitral Airport,PK,Pakistan,AS,Asia,6/30/2022,CJL,Rici Abdey,Cancelled
BwuHGk,Sayers,O' Gara,Male,64,Indonesia,Voinjama Airport,LR,Liberia,AF,Africa,1/23/2022,VOI,Sayers O' Gara,Delayed
DWgLw8,Carroll,Charlon,Female,1,Japan,Wick Airport,GB,United Kingdom,EU,Europe,2/14/2022,WIC,Carroll Charlon,Cancelled
O33DVR,Fifi,Geraldini,Female,4,Brazil,Astoria Regional Airport,US,United States,NAM,North America,7/12/2022,AST,Fifi Geraldini,Delayed
Un2XRJ,Margo,Le Brom,Female,23,Greece,Nevatim Air Base,IL,Israel,AS,Asia,9/17/2022,VTM,Margo Le Brom,Cancelled
JCk0hE,Kahaleel,Greetland,Male,30,Belarus,Fundación Airport,CO,Colombia,SAM,South America,4/13/2022,FDA,Kahaleel Greetland,Delayed
kCVcFE,Rosetta,Falla,Female,78,Portugal,Ja'Aluni Airport,OM,Oman,AS,Asia,3/17/2022,JNJ,Rosetta Falla,Cancelled
E0egyl,Ingemar,Bernollet,Male,61,Canada,John C. Munro Hamilton International Airport,CA,Canada,NAM,North America,1/9/2022,YHM,Ingemar Bernollet,Cancelled
Ar0We6,Selie,Ramelot,Female,38,Serbia,Ranau Airport,MY,Malaysia,AS,Asia,3/20/2022,RNU,Selie Ramelot,On Time
Xck2iT,Vina,Druett,Female,46,China,Alexandra Airport,NZ,New Zealand,OC,Oceania,3/24/2022,ALR,Vina Druett,On Time
r1jX0J,Vittoria,Gabriely,Female,13,Afghanistan,Vista Field,US,United States,NAM,North America,6/17/2022,VSK,Vittoria Gabriely,Cancelled
TAZXiz,Ellwood,Riccardo,Male,24,China,Tabiteuea North Airport,KI,Kiribati,OC,Oceania,12/19/2022,TBF,Ellwood Riccardo,Cancelled
2MCvwM,Mel,Labrone,Female,89,China,Tulsa International Airport,US,United States,NAM,North America,5/30/2022,TUL,Mel Labrone,Cancelled
D4JS8H,Connie,Antcliffe,Female,25,Brazil,Hassan I Airport,EH,Western Sahara,AF,Africa,9/4/2022,EUN,Connie Antcliffe,On Time
W3nN6S,Idelle,Howson,Female,68,Ukraine,Santa Ynez Airport,US,United States,NAM,North America,6/20/2022,SQA,Idelle Howson,Delayed
le0J45,Jeffy,Burnsyde,Male,18,China,Ngoma Airport,ZM,Zambia,AF,Africa,12/25/2022,ZGM,Jeffy Burnsyde,Delayed
AKwC6b,Heriberto,O'Scollee,Male,8,China,Capurganá Airport,CO,Colombia,SAM,South America,5/14/2022,CPB,Heriberto O'Scollee,On Time
T4xKZH,Dee dee,Littlecote,Female,46,Brazil,Goloson International Airport,HN,Honduras,NAM,North America,5/4/2022,LCE,Dee dee Littlecote,Cancelled
Vqr0KL,Shalom,Wartnaby,Male,87,Greenland,Baise Youjiang Airport,CN,China,AS,Asia,12/21/2022,AEB,Shalom Wartnaby,On Time
VcToBF,Fraser,Gomm,Male,54,Mali,Erave Airport,PG,Papua New Guinea,OC,Oceania,8/31/2022,ERE,Fraser Gomm,Cancelled
DBSK4e,Margareta,Gartside,Female,85,Indonesia,Canandaigua Airport,US,United States,NAM,North America,5/17/2022,IUA,Margareta Gartside,Cancelled
EBKc9N,Wylie,Bryden,Male,70,China,Cape Romanzof LRRS Airport,US,United States,NAM,North America,10/16/2022,CZF,Wylie Bryden,On Time
kaKlFM,Ethe,Morena,Male,61,China,Port Walter Seaplane Base,US,United States,NAM,North America,12/10/2022,PWR,Ethe Morena,Delayed
fTxr35,Grissel,Duberry,Female,46,Colombia,Idaho County Airport,US,United States,NAM,North America,12/10/2022,IDH,Grissel Duberry,Cancelled
XhmtEa,Caesar,Tainton,Male,40,Russia,Nukutepipi Airport,PF,French Polynesia,OC,Oceania,1/20/2022,NKP,Caesar Tainton,Cancelled
WUS8Om,Karim,Joplin,Male,84,China,Mosul International Airport,IQ,Iraq,AS,Asia,3/16/2022,OSM,Karim Joplin,Delayed
71y0y5,Stephie,Stanistrete,Female,33,South Africa,Haines Airport,US,United States,NAM,North America,5/3/2022,HNS,Stephie Stanistrete,On Time
gZ6iO3,Eldridge,Frapwell,Male,65,China,Dabra Airport,ID,Indonesia,AS,Asia,1/6/2022,DRH,Eldridge Frapwell,On Time
M0LO4Z,Cicely,Deniskevich,Female,52,North Korea,Williams Lake Airport,CA,Canada,NAM,North America,3/11/2022,YWL,Cicely Deniskevich,Cancelled
nIJlTg,Elwin,Killerby,Male,41,France,Izhevsk Airport,RU,Russian Federation,EU,Europe,10/5/2022,IJK,Elwin Killerby,On Time
0Zl5Qm,Berti,Chasmor,Male,77,China,Treinta y Tres Airport,UY,Uruguay,SAM,South America,9/9/2022,TYT,Berti Chasmor,Delayed
0t56cw,Martina,Batecok,Female,79,Czech Republic,Otu Airport,CO,Colombia,SAM,South America,1/19/2022,OTU,Martina Batecok,Cancelled
uhj0UU,Keenan,Bottlestone,Male,45,France,Tunggul Wulung Airport,ID,Indonesia,AS,Asia,10/7/2022,CXP,Keenan Bottlestone,On Time
